Operator; left array; right array; result
DoubleSumSqrtsOfTwo; [-0.1383106940912744, -0.5758847864921786, -0.9761962643480222]; [-0.14879792039360273, -0.39023448070915334, -0.8873425375417536, 0.6964171813920259, 0.05746792324049532]; [NaN, NaN, NaN]
DoubleSumSqrtsOfTwo; []; []; []
DoubleSumOfTwo; [0.09581624317729309, -0.3253691259349416]; [0.7577153479075862, -0.31711533583440743, 0.34922151260447754, 0.9903146905486189]; [0.8535315910848793, -0.642484461769349]
DoubleSumSqrtsOfTwo; [0.24132907885744714, -0.8394078149573425, 0.3607280874663612]; [-0.4749463404016294, 0.39196901689245944, -0.31799373818703636]; [NaN, NaN, NaN]
DoubleProductOfTwo; [-0.8739534314341899, 0.8910118191238481, -0.8856721736344346, -0.10384551986275281]; []; []
DoubleSumOfTwo; [-0.2496819547884579, -0.3746107267394403, -0.7038852982176134]; [-0.828791490274194]; [-1.0784734450626519]
DoubleSumOfTwo; [0.8068700389475743, 0.6504953400282114, -0.7222564345959306, -0.31072969660432914, 0.3175110478265819]; [-0.8669761323193788, -0.8037240631801865]; [-0.0601060933718045, -0.1532287231519751]
DoubleProductOfTwo; [-0.571327513942063, 0.9579393736229602]; [-0.7256695419964136, 0.44879606858717347, 0.43375609557699457, 0.3906720744667127]; [0.4145949753722865, 0.42991942482684403]
DoubleSumSqrtsOfTwo; []; []; []
DoubleProductOfTwo; [-0.05953653725115404, -0.8995250801904313]; [-0.31970744159746434, 0.989226078961801, -0.01984510225202052]; [0.01903427400613859, -0.88983366800458]
DoubleProductOfTwo; [-0.2948427521009016, -0.6845809369216691, 0.6411129668965774]; [0.5809296757044595, -0.28861519726474105, -0.9158396557865844]; [-0.1712829043617871, 0.19758046215332878, -0.5871566789228774]
DoubleProductOfTwo; []; [0.80353651035764, 0.07794495226134401, 0.3943459823953481, 0.35031286447108445]; []
DoubleProductOfTwo; [-0.4654897787876755, 0.2571245695816824]; [0.08432100800690123, 0.2776701978446834, -0.16655990833130252, 0.383606805777273, -0.6452307467339873]; [-0.03925056736428627, 0.07139583010647481]
DoubleProductOfTwo; [0.45827166999307023, -0.7009534235564128, -0.06152343074668054, -0.2117154662108145]; []; []
DoubleSumOfTwo; [0.5575598814934972]; []; []
DoubleProductOfTwo; [-0.15117282562386336, -0.638794125993482, -0.04377942841865767, 0.39203498840780715]; [0.04308886988378435, -0.02781910812230559]; [-0.0065138662132706695, 0.017770682858906376]
DoubleProductOfTwo; [0.32786923583370875, -0.7368021801952793, -0.5820902598097517, -0.31085433982868627, 0.9676494035017629]; []; []
DoubleSumOfTwo; []; [-0.6577241878955167]; []
DoubleSumOfTwo; [0.15521407020362465, 0.15334591944739828, 0.08384609396805698, 0.433430133486187]; []; []
DoubleProductOfTwo; []; [0.4044765787626694, -0.5543897446355464, -0.2399866617682045, 0.538844489751056]; []
DoubleProductOfTwo; [-0.3806030732282726, 0.69955864732128, -0.4697633556198284, 0.30729970105955506]; [-0.6157839898751927, 0.6085809833342948, 0.8520257647268965, -0.33145877989930983]; [0.2343692789912658, 0.4257380894867937, -0.4002504823126573, -0.10185718397662277]
DoubleSumSqrtsOfTwo; [-0.6218288388615945, -0.9248181267654725, -0.014311816480475414, -0.26105013704980884]; [-0.6370814267278766, 0.06574160135169782, -0.6933881395848744, 0.42972899511871354]; [NaN, NaN, NaN, NaN]
DoubleSumSqrtsOfTwo; [0.3765763129031754]; [0.11069484505795657, -0.3430368815313647, 0.09702503194221479]; [0.9463664884378784]
DoubleSumSqrtsOfTwo; [-0.3206282180610289, 0.829583287416982]; []; []
DoubleSumSqrtsOfTwo; [0.9858846297625345, 0.044100139350030876]; [0.4197039987648672, -0.637609297646395, -0.7676446174691611]; [1.6407628917595272, NaN]
DoubleProductOfTwo; [-0.28111895228044004]; []; []
DoubleSumSqrtsOfTwo; [0.47576030775680134, -0.3469777391590252, 0.17245434728715248]; [0.04590849721159418, -0.523345361007546, 0.1577428621314283, -0.21715432005977453, 0.4899175246180325]; [0.904016485010074, NaN, 0.8124447864239686]
DoubleSumSqrtsOfTwo; [0.6183827828695925, -0.2591570795128719, -0.4351167528414175]; [0.16897998299619532, 0.5637181567957357, -0.728247463535219, 0.22880891057334152, 0.6183447769894714]; [1.197444932161359, NaN, NaN]
DoubleSumOfTwo; [0.4514994613678309, -0.24772165066901985, 0.15509838185441538]; [-0.3481858735825327]; [0.1033135877852982]
DoubleSumOfTwo; [-0.1604092371835606, 0.6795905903519228, 0.13008555346973005, 0.17569767561112615, -0.7328788581466443]; []; []
DoubleSumSqrtsOfTwo; [0.790041173932065]; []; []
DoubleProductOfTwo; []; [0.9955748943418268]; []
DoubleSumSqrtsOfTwo; [0.7810885089184922, 0.04544030203874794, -0.669154325838504, 0.05722986830257981, 0.4734094218727063]; [-0.1264458879629653, -0.42888282118248977, -0.6358976568665002, -0.0061202780482969565]; [NaN, NaN, NaN, NaN]
DoubleSumOfTwo; [-0.07736723292185821, -0.6093089507123313, 0.301747572775076, 0.845757131238221]; [-0.8544885270218963, 0.47463393421553124]; [-0.9318557599437545, -0.13467501649680003]
DoubleSumOfTwo; [0.333946488599012]; [0.3589117440746783, 0.7409324402464017, -0.10671657283911706]; [0.6928582326736903]
DoubleSumOfTwo; [-0.8168650538871147, 0.9094918699883581, -0.06139497727815435, -0.3378826711236247, -0.7427808350203304]; [-0.24285405078519928]; [-1.059719104672314]
DoubleSumOfTwo; []; [-0.4300117763518265, -0.7472947581379019]; []
DoubleProductOfTwo; [0.7105323891573976, 0.8704661245252843, 0.2510292639385028]; [0.9654480429015115]; [0.6859821045301446]
DoubleSumOfTwo; []; [-0.8307313982155562]; []
DoubleProductOfTwo; [-0.4179759845235864]; []; []
DoubleProductOfTwo; [-0.573081514403506, 0.5767635423760229, -0.14319532564777648, 0.947570587286398, 0.015250299709782977]; [-0.2621690433732531]; [0.15024423240606233]
DoubleProductOfTwo; [-0.3780972852931377, -0.7203233197552625]; [0.9328072061200965, 0.22895795291134702]; [-0.35269187233588484, -0.16492375272547055]
DoubleSumSqrtsOfTwo; []; [0.20286057340086017]; []
DoubleSumSqrtsOfTwo; [-0.5157070743754697]; [0.4025121804436518, -0.6369103056071661, -0.04674189773045856]; [NaN]
DoubleProductOfTwo; [0.5494109669658565, 0.6109234965301531]; [0.583929888945663, -0.7899759488154605, -0.18178843490946162]; [0.3208174849259019, -0.4826148688250664]
DoubleSumOfTwo; []; [-0.9770270852791898, -0.3814011924890639, 0.5021267169932482, -0.4752119604045104, -0.540522411256342]; []
DoubleProductOfTwo; [0.4217057009405125, 0.8782698776309465]; [0.47873597628404974]; [0.20188569044430577]
DoubleProductOfTwo; [0.9042832881988352, 0.5871659889716105, -0.22544662056914788, -0.24439540678208171]; [-0.06827479458166308, 0.9060466933434639, 0.04813589082630698]; [-0.061739755745406306, 0.5319998027514725, -0.010852073914876357]
DoubleSumOfTwo; [-0.21659310096034212]; [-0.3685797883609381, 0.3131775841638922]; [-0.5851728893212802]
DoubleProductOfTwo; [0.07051599955492871, -0.6889101376780149, -0.04376687652577482, -0.40778266518301276, -0.8958754008512453]; [0.403068544457289, -0.4694126005445207, 0.8983183745428276, 0.5785016589382099]; [0.028422781301555955, 0.3233830992689208, -0.03931658937945068, -0.2359029482946175]
DoubleSumSqrtsOfTwo; [-0.1753688894679568, -0.8698816066002408, -0.5905143645088402, 0.33740646002360886]; [-0.03377464082214643]; [NaN]
DoubleSumOfTwo; [0.2799963664494194, 0.23217995649448908, -0.554209626487836]; [-0.19966018260877094, 0.7180737139931419, 0.06366705188344812, -0.2743624322180447, 0.27289588415122057]; [0.08033618384064845, 0.950253670487631, -0.4905425746043879]
DoubleProductOfTwo; [-0.16966066286474724, -0.9469312331573796, 0.8322594370231591, -0.9982287975224822]; [-0.4100086495689754, -0.19497510309520094, 0.38770380510109836]; [0.06956233926615223, 0.18462801480892585, 0.3226701505651767]
DoubleSumOfTwo; [0.18827606878021186, 0.017767219233647324, -0.46567298073649943]; [-0.5444790452669683, -0.7568902952187173, 0.7299983486349966, 0.006839971600957506]; [-0.3562029764867565, -0.73912307598507, 0.26432536789849714]
DoubleSumSqrtsOfTwo; [0.47120459283963023, -0.21347514419028313, -0.24781494469853405]; []; []
DoubleSumOfTwo; [0.09147860143097875, -0.3647952626733775]; [-0.5968673149042059]; [-0.5053887134732271]
DoubleSumOfTwo; [-0.5502848790964507, -0.5000388705504586]; [0.730488218239878, -0.18501588527743884]; [0.18020333914342723, -0.6850547558278974]
DoubleProductOfTwo; [-0.8363226856866819, -0.39448684754521857]; [0.3441991794742576, 0.9822647756342813, 0.9385505283090319]; [-0.2878615821890633, -0.38749053479467904]
DoubleProductOfTwo; [0.1086503094256539]; [-0.44694855582319915, -0.9508540374713519, 0.5898753626580329, 0.7576196700794686, 0.27466257613380063]; [-0.04856109888753973]
DoubleSumSqrtsOfTwo; [-0.9769640954157905, -0.7161548377017657, -0.6669663258492391, -0.30788412883558225]; [0.6086791473776549, 0.7870800277080363, 0.6706834781547513, -0.5733821860353578]; [NaN, NaN, NaN, NaN]
DoubleSumSqrtsOfTwo; [-0.28574513153056125]; [0.5936762341181805, 0.62347183799465, -0.5368065581255479, 0.804828115027088]; [NaN]
DoubleSumSqrtsOfTwo; []; [-0.7520483916739413, -0.44714205145197283]; []
DoubleSumOfTwo; [0.22694216078134777, 0.49921134592046124]; [-0.6448644490116542]; [-0.4179222882303064]
DoubleSumOfTwo; [0.19216149199744859]; [-0.33754591858108673, 0.5894961206715938, 0.008579545112580078, 0.5385239586436625, -0.3134348350748586]; [-0.14538442658363815]
DoubleSumOfTwo; [-0.9917813421429416, -0.3391057888416946, -0.19271905145447588, -0.035292807400945536, 0.1763256932409496]; [0.8277445666944365, 0.42194980480322153, 0.6036873262541018, -0.3641900260315183, -0.5631345479314633]; [-0.16403677544850503, 0.0828440159615269, 0.41096827479962594, -0.3994828334324638, -0.38680885469051374]
DoubleSumOfTwo; [-0.48500768500040325, -0.9411900155287414]; []; []
DoubleSumSqrtsOfTwo; [-0.09591130615886945, 0.12118580798005518, -0.5210364752489534]; []; []
DoubleProductOfTwo; []; [0.3208312542292189, -0.9170998338126342, 0.30377897082900174, 0.7346122678659188, -0.7216847375968725]; []
DoubleProductOfTwo; [0.9126981578587983, 0.5336851653387829, -0.9280493378162196]; [0.043538973174993556, 0.6842260239436455, 0.20547855356458755]; [0.039737940611880254, 0.36516127871746246, -0.19069423557105009]
DoubleSumSqrtsOfTwo; [0.6722646880518199, 0.9851708682087832, -0.2978448392185957]; [0.5317817273564778, 0.23348938186474677, 0.22852659845340506, -0.1586224465646795, 0.43675622853389373]; [1.5491511461493737, 1.4757651306091937, NaN]
DoubleProductOfTwo; []; [-0.5016732437325582, 0.46428311541459166]; []
DoubleSumOfTwo; [-0.8552577434966828, -0.10007170719490932, 0.9239361920191991]; [0.04911011813573829, -0.6182679226754588, -0.7964654141446428, 0.23398205223702173, -0.413242444366265]; [-0.8061476253609445, -0.7183396298703681, 0.1274707778745563]
DoubleProductOfTwo; [-0.9792231675216974, -0.4770969322018537, 0.15827413758787134, -0.5542863023738123, 0.16360482567134182]; [0.3482107022646208, -0.20780787732890116, -3.715176723202429E-4, -0.35176348836595306, 0.3372886282756564]; [-0.34097598683651664, 0.09914450076099789, -5.880163918513983E-5, 0.19497768327647766, 0.05518204722996478]
DoubleProductOfTwo; [-0.3024639493974157, 0.7692736904787665, 0.7479270937635558, 0.3729733882429358]; [0.11839971893629775, -0.9001097155844457, 0.6765688278219644, 0.8348306586450889]; [-0.035811646597016605, -0.6924307227434394, 0.5060241571238974, 0.31136961936394053]
DoubleSumOfTwo; [0.5001158984330791, -0.47464919895843694, 0.456765851370339, -0.6060933852047754, 0.8762760187402487]; [-0.4493565581825263]; [0.05075934025055284]
DoubleProductOfTwo; [-0.385001547892607, -0.9995106873188551, -0.3717200629996822, 0.22676240497813516, 0.6389963410138331]; []; []
DoubleSumOfTwo; [0.15869171638610147]; []; []
DoubleProductOfTwo; [-0.3761758762025351, 0.5971666511662543, -0.8343565036811589, -0.9320048140296715]; []; []
DoubleProductOfTwo; [-0.19480924559109147, -0.1374517667406927, -0.5365593591844404, -0.239279443239776, -0.07484830086329586]; [-0.05927115765096658]; [0.011546569507295448]
DoubleSumSqrtsOfTwo; [0.9317543052718393, -0.02427714968881478, 0.3177564634368588, -0.008918559423678696]; [0.05978445966897894, -0.8175676117342761, 0.34322473309124724]; [1.2097828210548198, NaN, 1.14955276164167]
DoubleProductOfTwo; [-0.5720475599972157, -0.4286136316058087, 0.9056943714898724, 0.46061757699234773]; [0.9651374144024198, 0.3275846783588028, 0.3006869043314764, -0.24108422462905899]; [-0.5521045029709258, -0.14040725864978723, 0.27233043683373187, -0.11104763139971603]
DoubleSumOfTwo; [0.31354131770086147, -0.03317904411672856, -0.21147517793121762, -0.7834157726929223]; [0.29673361225251127, -0.7663195144762149]; [0.6102749299533727, -0.7994985585929435]
DoubleSumSqrtsOfTwo; [0.48698587299024587, 0.9616580809144748, 0.35418499266965786, 0.4800444991745543, -0.842876940025935]; [-0.6311643479717166]; [NaN]
DoubleProductOfTwo; [-0.330448065998191]; [0.9183200409382934, -0.5646441936050126, 0.95701906162422]; [-0.30345708149543865]
DoubleProductOfTwo; [-0.5085472975123955, -0.13539927681662411]; [0.2319597398162927, 0.7401954871474707, -0.39324309808806523]; [-0.11796249881525404, -0.10022193366269633]
DoubleSumSqrtsOfTwo; [0.4303156789221543]; [-0.6492955136459857, 0.9365049952227442]; [NaN]
DoubleSumSqrtsOfTwo; [-0.6185113417141426, -0.09587283895327858, 0.620715186980181, -0.24520564220571073]; []; []
DoubleSumSqrtsOfTwo; [-0.6979783530363062, -0.5884602219308233, 0.13046339850095867, -0.6450903666258898, 0.5293220413970912]; [0.34788843460047003]; [NaN]
DoubleProductOfTwo; [-0.4848803174371079, -0.9825674531256128, -0.3784254281863373]; [0.5510739375748122, -0.32767094096198934, 0.06051959708222321]; [-0.26720490578259193, 0.3219588019242949, -0.022902154439504926]
DoubleSumOfTwo; [-0.7143967087085119, -0.7863804444545424, 0.767798714691031, -0.8940441431937718]; []; []
DoubleSumOfTwo; [-0.21492114711342958, 0.12932416749864273]; [-0.0590849964537028, -0.07651179686845944, -0.5364199121664284, 0.027990989787862297]; [-0.2740061435671324, 0.05281237063018329]
DoubleProductOfTwo; [0.7319353419645098, -0.7280438818676334, 0.7331576668217725, 0.472414211701518, -0.07387190764585694]; [0.9076912503323356, -0.16587526038826317, 0.07500842698288435]; [0.6643713057101915, 0.12076446847887559, 0.054993003318742774]
DoubleSumOfTwo; []; [0.24656286530731908, 0.24510989239383818]; []
DoubleProductOfTwo; [0.6893772292799958]; [0.6371697554965106, -0.8739197387928597]; [0.4392503206251968]
DoubleSumSqrtsOfTwo; [0.031376334830024, -0.7433738421432825, 0.22265960871483537, 0.650299462235064, 0.8364668677466471]; [0.9245003674158783, 0.1470060390848651, -0.31265058356574227]; [1.1386430851271492, NaN, NaN]
DoubleSumOfTwo; [-0.8380811492882823]; [-0.29644176799102984]; [-1.134522917279312]
DoubleSumOfTwo; []; [-0.6018793940003542, 0.2063379649181427, 0.5360013307962308]; []
DoubleProductOfTwo; [0.23082320576080195, -0.9009689523291737, -0.16459881550080402]; [-0.9100030246735906, -0.06346222844995308, -0.7181656087187771]; [-0.21004981540718434, 0.057177497479028914, 0.11820920852852461]
DoubleProductOfTwo; []; []; []
DoubleProductOfTwo; [-0.17849701260661255]; [0.7997387942741725, -0.8855927453121306, 0.46267726126251363, -0.27201563423496333]; [-0.1427509856435541]
DoubleSumSqrtsOfTwo; [0.8284977077671869, -0.9083160059292823, -0.7092262769213613, -0.5578122362608173]; [0.22177001664362894, -0.7869803548837075, 0.8901741797562162]; [1.381143134610228, NaN, NaN]
DoubleProductOfTwo; [-0.6356874674817097, -0.41853253307406213, -0.06790752912882847, 0.42120141197299876, -0.9900164268808678]; [-0.7135343593528429, -0.05240633548340501]; [0.45358484985819286, 0.021933756338998602]
DoubleSumSqrtsOfTwo; [0.8591741145729523]; [0.6828443677606468, -0.6715813529833097, 0.02523561437418187, -0.978760207624122, 0.3598140092011626]; [1.7532604316715292]
DoubleSumSqrtsOfTwo; [0.8962031653427627, 0.91502247198435]; [-0.5321562544332672, 0.48047481228550737, 0.4693052942513405, -0.3968975452662027]; [NaN, 1.64973097428752]
DoubleProductOfTwo; [0.06356248366932893]; [0.9433865079211383]; [0.0599639895036026]
DoubleProductOfTwo; [-0.6300805362593029, -0.9699018078526658, -0.29726581220688986]; [-0.7140497725047916, -0.5245198480698972, -0.6371094799226587]; [0.44990886357565235, 0.5087327488975988, 0.1893908670139183]
DoubleSumSqrtsOfTwo; []; [-0.011479123893036736, 0.7607739424408366, -0.8921994841166614]; []
DoubleSumOfTwo; [-0.0755908088319861, 0.49974163472378064, -0.17968052243675503]; [-0.008054164700918909, -0.03393863923077922]; [-0.08364497353290501, 0.4658029954930014]
DoubleSumOfTwo; [-0.311982811730267, 0.38293841614729907]; [0.6174219122073927]; [0.30543910047712575]
DoubleSumSqrtsOfTwo; [-0.38999228029491273, 0.4184715162109163, -0.8227663235385949]; [-0.663787661266187, -0.5064265290925143]; [NaN, NaN]
DoubleSumSqrtsOfTwo; []; []; []
DoubleProductOfTwo; [0.7004376192506769]; [0.44801007744456856, 0.09665157351333153, 0.9156605323809008, 0.25031849110673043, -0.6440929452009121]; [0.313803112045585]
DoubleSumSqrtsOfTwo; [0.8390733236767993]; [-0.38489607607577625, 0.18695736785645245, -0.4858668085070468, -0.7313721003454041, -0.2965048396432204]; [NaN]
DoubleSumSqrtsOfTwo; []; [0.3805744826850639, -0.7204484123134103, 0.9726141200447711]; []
DoubleSumOfTwo; [-0.2699278374236578, 0.7595301032267638, -0.34830766264968616]; [0.6641256128353499, 0.3738541038363872]; [0.3941977754116921, 1.133384207063151]
DoubleSumOfTwo; [-0.7751221036656497, -0.06790253395940216, 0.7107635170046755]; [0.8382777817384659, -0.26912537226501154, -0.34226943666083787, 0.04662165826312137, 0.666169486988704]; [0.06315567807281619, -0.3370279062244137, 0.3684940803438377]
DoubleSumOfTwo; []; [-0.4396840852556294]; []
DoubleSumSqrtsOfTwo; [0.7460126038866444, -0.932297828473996, -0.6020346878491707]; [0.8567711228560089, 0.27537295023935204, 0.1753740985973702]; [1.7893395301178554, NaN, NaN]
DoubleSumOfTwo; [0.2636708146397655, 0.07149272693409037, -0.1259671084522731]; [-0.7405603936996823, -0.07087193294869287, 0.14097955495178627, 0.3010671022057707]; [-0.4768895790599168, 6.207939853974942E-4, 0.015012446499513166]
DoubleSumSqrtsOfTwo; [0.6018256943880669, 0.20973823911430056, -0.06812401132566026, -0.5223836574296332]; [0.4338729979646214, -0.3801362530799224, -0.22690777067067258, 0.9624537318887421]; [1.4344646205604064, NaN, NaN, NaN]
DoubleSumSqrtsOfTwo; [0.6946457178929328]; [0.6437137232566736, 0.7407341769375388, -0.33506672358901457, 0.4146399507368592]; [1.635771808298518]
DoubleSumOfTwo; [0.693594356004384]; [0.7696341275040239, 0.4496797388250644, -0.4112783224337404, 0.8639828209366529, 0.6359772998409958]; [1.463228483508408]
DoubleSumSqrtsOfTwo; []; [-0.7887949560160634, -0.5959227505938725, 0.7949631109507247, -0.6112780419594219, 0.9829658299903064]; []
DoubleSumSqrtsOfTwo; [-0.7465862593512598, 0.226139386563601, -0.0967866882083992]; [-0.3057958317490219]; [NaN]
DoubleProductOfTwo; [-0.9094009764177431, 0.15222010545039377]; [0.8885961668520932]; [-0.8080902217763573]
DoubleSumSqrtsOfTwo; [-0.7007580690535335, -0.6246155896802572]; [0.8840458902111317, -0.09866714078878713, 0.17772767679661738, 0.10580627244387486, 0.773910111580282]; [NaN, NaN]
DoubleSumOfTwo; [0.7003367628237436, -0.05933790625108348, -0.7486840680829303, -0.11839839482765901, -0.37506498052505255]; [0.07585713931904792, -0.7233598760928444, -0.5623253755284352, -0.4149233168990396]; [0.7761939021427915, -0.7826977823439278, -1.3110094436113655, -0.5333217117266986]
DoubleSumSqrtsOfTwo; []; [-0.7721879244590721, 0.38582779097053854, 0.6030315680650769]; []
DoubleSumOfTwo; []; [0.7239061369010245, 0.3308166952427931, 0.6178917758321714, 0.7289804432034206, -0.15397553712062217]; []
DoubleSumOfTwo; [0.3004216665287285, -0.010092939323506966]; []; []
DoubleSumSqrtsOfTwo; [0.0895080269643902, 0.30046458233715256, -0.46275725170445603, 0.510381180264663]; [0.8875876545136259, 0.16560923368189973, 0.10839447932939428, 0.07516370823983687, -0.7700819325568264]; [1.241297626431265, 0.955097641246448, NaN, 0.9885696773865706]
DoubleSumOfTwo; [-0.6960160872888599, 0.14567704538898596, 0.010117373626662207]; []; []
DoubleSumOfTwo; [-0.2804305536663758, -0.8619399913247685, -0.26403249809805773]; []; []
DoubleSumOfTwo; [-0.6607761587718803]; [-0.6664113299378622, 0.8439065865384583]; [-1.3271874887097426]
DoubleSumOfTwo; [0.37809587787294263, -0.2662473520357638, 0.33269609619927043, 0.06773226411007127]; [-0.05818685904491283, -0.4624269519322517, -0.9072172747226457, -0.7589384984840131]; [0.3199090188280298, -0.7286743039680155, -0.5745211785233753, -0.6912062343739418]
DoubleSumSqrtsOfTwo; [-0.011711998328856721, -0.734356906363248, 0.9529956062483336, 0.10349390954775717, 0.29789604314086815]; [0.5371623518908564, 0.44277754242857914, -0.862303428578485]; [NaN, NaN, NaN]
DoubleProductOfTwo; [0.49989367164123677, -0.46817174010109874, -0.4196961784057238, -0.7205163887459172, 0.8098974954334159]; [0.7470894832058734, 0.32733951288703667, 0.48654051741905646, -0.9450827474430963]; [0.37346530480433815, -0.15325110935216998, -0.2041991958003215, 0.6809476082537694]
DoubleProductOfTwo; [-0.9137579087691516, 0.7406161014560437]; [-0.467446811105954]; [0.42713322057698516]
DoubleProductOfTwo; [-0.5979805017130306, 0.12166791609451488]; [-0.12259372968921545, -0.26079519213250557, -0.4944739744278883, -0.24553206942877148]; [0.07330865998642871, -0.03173040755423057]
DoubleProductOfTwo; [0.09305336493222094, 0.26670766085585274, -0.8510187913357163, -0.5688042673416951]; [-0.9892105730589518, 0.0542391617733915, 0.8819475482572323]; [-0.09204937244966604, 0.014465999963363431, -0.7505539365393682]
DoubleProductOfTwo; [-0.41965008877886745, -0.8507450764740074, -0.4651454161678654, -0.36197945311588553, -0.004262360414132527]; [0.9607106444979621, -0.154846974799564]; [-0.40316230725437274, 0.13173530141762377]
DoubleSumOfTwo; [-0.13072167882247832, -0.4792266353389716, 0.8630105199779179, 0.4081751443996131, -0.6562870657779767]; []; []
DoubleSumSqrtsOfTwo; [0.5772319780466739, -0.25901723739656113, -0.5112850394385926, 0.4260158359816144, 0.8339265213452769]; [-0.652056088992852, 0.6034305704749641, 0.39841988070738377, 0.625235320625587]; [NaN, NaN, NaN, 1.4434171170172194]
DoubleSumOfTwo; [0.05564929463256352, 0.5138432968782833, 0.17712698148795414]; [0.6063562062219947, -0.5189387669180396, -0.06148506541987864, -0.3588198499899504, -0.42838253492063205]; [0.6620055008545582, -0.0050954700397563, 0.1156419160680755]
DoubleSumOfTwo; []; [-0.33910567315437623, 0.09139987662824312, -0.28553501295506045, -0.6358697022187578, 0.64997560965173]; []
DoubleSumOfTwo; [0.6865678124866459, 0.32785572912125005, 0.36951895669348733, 0.6870352217313367]; [0.1451995469066134, -0.5626526120856157, -0.7865814652078, -0.5983787461376258, 0.39895895695717054]; [0.8317673593932593, -0.23479688296436563, -0.4170625085143127, 0.08865647559371093]
DoubleSumSqrtsOfTwo; [-0.6146550130045361, -0.02811612548539766]; []; []
DoubleSumOfTwo; [0.928411159791185]; [0.9045482885069605, -0.9338921076913449, -0.5441947409038224, 0.2502693149489317, -0.7325422800033583]; [1.8329594482981455]
DoubleProductOfTwo; []; [-0.4073237815666848]; []
DoubleProductOfTwo; [-0.055119524826963584, 0.6089794587594262, -0.781378308123788]; [-0.538565856907242]; [0.029685494120753643]
DoubleSumSqrtsOfTwo; [-0.8763541574711082]; []; []
DoubleProductOfTwo; [0.40265790276344715]; [0.5958991896162766]; [0.23994351794932767]
DoubleProductOfTwo; [0.5717928695874746, 0.9115216100067602, 0.6314324511689451]; [0.4529971950856604]; [0.25902056609310675]
DoubleSumSqrtsOfTwo; [0.8823041792759339, 0.3807798946005345, 0.6580490601724649, -0.5483397933433687]; [0.9708442225168978, -0.9792016414326046, 0.8176475000074495]; [1.9246247567794619, NaN, 1.715440861378374]
DoubleSumSqrtsOfTwo; [-0.7113481327184639, 0.31533411184467974, -0.7660871351033758]; [-0.7589753441536926, -0.9327426680191737, 0.7227933567120246, -0.8623615187046421]; [NaN, NaN, NaN]
DoubleSumSqrtsOfTwo; []; [-0.8517177669804028, -0.7562612197730323]; []
DoubleSumOfTwo; [-0.9916506428742466, 0.4999795093571844, -0.17516554108724236, -0.9376206515609611, 0.7621546599989895]; [-0.050997327491336675, -0.4906717838505099]; [-1.0426479703655833, 0.009307725506674469]
DoubleProductOfTwo; [-0.7615462635021366, -0.15900810247240327, 0.47480132613556414, -0.4968919747293845, 0.05666691925827161]; [0.08267403294881626, 0.6814310062540541]; [-0.06296010088082354, -0.1083530512703175]
DoubleSumSqrtsOfTwo; [-0.04656549407081023, 0.023305918485168498]; [0.6651764343893789, -0.7516499258112197]; [NaN, NaN]
DoubleSumOfTwo; []; [0.9677438507508451, -0.2564482064565883, 0.5187641039031265, -0.37464781636405675, -0.01618496853541118]; []
DoubleProductOfTwo; []; [-0.20889623516996458, 0.24820747065241666, -0.888069312705257, -0.3492127727943164, -0.004531983369181258]; []
DoubleSumOfTwo; []; [0.13350624273667266, -0.8385321301362954, -0.1314493353209909, 0.7929697129501709]; []
DoubleSumSqrtsOfTwo; [-0.048629856620306944, 0.00259529431690253, -0.9118897879900527]; [-0.9292522703044508, 0.5960332252878198, 0.4845246253246749, -0.5069000258306608, -0.7213046323963674]; [NaN, 0.8229759122243963, NaN]
DoubleSumOfTwo; [0.7768069481463578, -0.5698987439196792, 0.2627058772118045]; [-0.5074858197337722, 0.43110369582736285, -0.28021367012899123, 0.7588298640617948]; [0.2693211284125856, -0.13879504809231635, -0.017507792917186737]
DoubleProductOfTwo; []; [-0.41824999600855683, -0.08450648194636234, 0.8317258684528612]; []
DoubleSumSqrtsOfTwo; [-0.8145909283744861, 0.6698840661126801, 0.523681638746869]; [-0.37248103612217975, 0.03537989950701559]; [NaN, 1.0065599094105644]
DoubleSumOfTwo; [-0.33074473825367856, -0.5708748625469555, 0.8002496436177027, -0.5291432885304108]; [-0.16820776350831346]; [-0.498952501761992]
DoubleSumSqrtsOfTwo; [0.7613335118542117]; [-0.40919916102415455, -0.3253285841065452, -0.022762209080519735, 0.19872713823214894, 0.13042134067151112]; [NaN]
DoubleProductOfTwo; [-0.8335004800814978, -0.6562493801037703, -0.8027450737458575, -0.9180296344665198, 0.0943753177269051]; [-0.1485272489837215]; [0.12379753333311602]
DoubleSumSqrtsOfTwo; [0.7728012610801562, 0.12921685124956972, -0.40752160491584255, 0.9778544469970847, -0.3832601022694069]; [0.3030241964716862, 0.43864991757485416, 0.41423080336118634, -0.7521791833398295]; [1.4295674922752477, 1.0217739683746525, NaN, NaN]
DoubleProductOfTwo; [0.13520438115530475]; [0.45017725228944583, 0.20634812966043947, -0.1100952814786671]; [0.06086593680599002]
DoubleSumOfTwo; [0.19527773017849048]; [0.32396187165732804, -0.8227591429070806]; [0.5192396018358185]
DoubleSumSqrtsOfTwo; [0.8138867142052217]; [0.6923288532593728, -0.04273488218124166, 0.08906295575956014]; [1.7342197119697942]
