First operator; Second operator; Init; Left array; Right array; Expected result
DoubleProductOfTwo; DoubleSumSqrtsOfTwo; 10.0; [0.33769010425805623, -0.4384910241699229, -0.7205055271497147, -0.7583116327005357]; [0.625154257587935, -0.9214907786041093, 0.8155123404914715]; NaN
DoubleSumSqrtsOfTwo; DoubleSumOfTwo; 10.0; [0.28932949255867557, -0.640999461776645, 0.7532149223030025, 0.9611787012612814, -0.6156598619964755, -0.3651215267504937, 0.2553110309922053, -0.7127037422522284, 0.22740600614861473]; [0.18514189505871115, -0.9638194623842438]; NaN
DoubleSumSqrtsOfTwo; DoubleSumSqrtsOfTwo; 10.0; [-0.10173325268795064, 0.9631655646653223, -0.8772895695743161]; [-0.40520761828989427, -0.10129487551987637, -0.41829970517781256, -0.21299351058161897, 0.7750016147125682, -0.4266343151851997, -0.7030981826790428, 0.9676637787350613]; NaN
DoubleSumSqrtsOfTwo; DoubleSumOfTwo; 10.0; [-0.1764292355767607, -0.11091587174123752, -0.9031542109325565, 0.5258435734845728, -0.9270127439919897, -0.9221705393670487, -0.5476826374518093]; [-0.5103642568724158, 0.060416687439522, 0.5228509343078052, 0.7731490384859352, -0.9308375461587473, 0.6538987206125304, 0.945295161422858, 0.6180466871448034, -0.2813573629132735]; NaN
DoubleSumOfTwo; DoubleSumSqrtsOfTwo; 10.0; [-0.6708433760184631, 0.9765597776216419, 0.8920966125032721]; [-0.6331838170383517, -0.8748422921884016, -0.39795967388270914, 0.30716000485856854, -0.7562325368634633, 0.0038275852175659875, -0.325182258083464]; NaN
DoubleSumSqrtsOfTwo; DoubleSumOfTwo; 10.0; [0.23387877947886615, 0.35132848002540906, 0.34908696713903353, -0.27677574124751425, -0.2599687592965829, -0.44411806873074156]; [0.16264442476978003, -0.38588342882525173, 0.0884919809748701, -0.4734736057796405, 0.1487457156031604]; NaN
DoubleProductOfTwo; DoubleSumSqrtsOfTwo; 10.0; [0.28407540962151434, 0.25906619413778986, -0.7017949156517929]; [0.3273438192973097]; 3.467220818074823
DoubleSumSqrtsOfTwo; DoubleProductOfTwo; 10.0; [0.7136415192450916, -0.8380165633029277, 0.10854099271577367, -0.9250778883435691, 0.5950879432685741, -0.8731465545171477, 0.3387618892817228]; [0.5644659863772405, 0.7321207471700004, 0.9793991369085264, -0.1167611900204788, -0.5391543013991689, -0.8897110496406677]; NaN
DoubleSumOfTwo; DoubleSumSqrtsOfTwo; 10.0; [-0.44069912456795124]; [0.0788030442497285, 0.42513821839170673, 0.7897767588018614, -0.1140008610260328, 0.4441462661202149, 0.4911817242930083, 0.2976402713081179, 0.3453197808843833, -0.08875011768064245]; NaN
DoubleSumOfTwo; DoubleSumOfTwo; 10.0; [0.6999211893359965, 0.034443339675206186, 0.24830146953927423, -0.025069836544265423]; [-0.48812943723418334, -0.6393642222505205, 0.9046194718540634, 0.24322575584162642, 0.46528141290127034, 0.4909095940056396, -0.04348218115286295]; 10.977947730217199
DoubleSumSqrtsOfTwo; DoubleProductOfTwo; 10.0; [-0.7595040525513845, 0.3073740403220926, -0.8998419351662517, 0.13517464561328185, 0.9967369624017537, -0.6017473584103719, -0.3674456191306652, -0.17005643451043895, 0.9507667070992278]; [-0.42810815298612725]; NaN
DoubleSumSqrtsOfTwo; DoubleSumOfTwo; 10.0; [-0.2943438992113032, -0.09807171128967962, -0.9984344347094225, -0.16415248604627775, 0.7143331169629934, -0.9731362465235567]; [-0.8387944602896114, -0.6988902384429418, 0.7647068181514549, 0.5182921497000101, 0.19443667753135463, -0.4442168215081894]; NaN
DoubleSumSqrtsOfTwo; DoubleSumOfTwo; 10.0; [-0.5938204235541482, -0.9394611138757956, -0.12585653464720914, -0.6689571145040958]; [-0.7199770767303242, 0.07200781635079623, -0.9614773630648026, 0.755082722831083, -0.23411461457946992, -0.47716803507139116, 0.5049752924274726, 0.7505359573940404, -0.017030493855245687]; NaN
DoubleProductOfTwo; DoubleProductOfTwo; 10.0; [-0.05306945552643061, 0.07734656671362772, -0.7968848318453186, -0.9094804415677595, -0.882960420056685, 0.37728658823018724]; [-0.5860163402556591, 0.7326519209311941, -0.6077016792064531, -0.9628521763726918, 0.04563628963892219, -0.31454980660213305, 0.10148983583395776, 0.9109733363500343]; 3.573916669159236E-5
DoubleSumOfTwo; DoubleProductOfTwo; 10.0; [-0.7191672639453888, 0.28963762347304844, 0.4910491563765549, -0.6082279780854747, -0.7636069920450255]; [0.09003173032687584]; -6.291355336185129
DoubleSumOfTwo; DoubleSumOfTwo; 10.0; [0.7454691005654379, 0.667417628522307, -0.19157085627420867, 0.25337385504624543, -0.6212519053468051, 0.8041477326471367, 0.07285386592125098]; [0.7990194879142178, 0.8990407036189279, 0.9157814049015871, 0.12477231349938722, -0.5476352621437623, 0.06468777991843222, 0.3584128298796141]; 14.344518678669768
DoubleSumOfTwo; DoubleSumOfTwo; 10.0; [0.8126277542154727]; [0.018774302221895578, 0.27831728757420726, -0.11551925899113846, -0.7922607804498154]; 10.83140205643737
DoubleSumSqrtsOfTwo; DoubleSumOfTwo; 10.0; [-0.42383085008086363]; [-0.29327612336500386, -0.0032475210692317624, -0.15286634644759323, -0.5026804969300027, -0.43224983652874527]; NaN
DoubleProductOfTwo; DoubleSumSqrtsOfTwo; 10.0; [0.36190342547558507, -0.20265938587697896, -0.6617173084439611]; [0.6914085446681972]; 3.662500731126237
DoubleProductOfTwo; DoubleSumOfTwo; 10.0; [0.07501193187888378]; [-0.5909157722115084, 0.9673132758712895, 0.9409976867110945, -0.1895678072719882, 0.26757184766761055, 0.9589656624716698, -0.6290158004462936, -0.548854187314535, -0.7096553206463199]; 9.955674266348712
DoubleSumSqrtsOfTwo; DoubleSumOfTwo; 10.0; [0.2409982720011392, -0.8980651136772662, 0.6578360716126634, -0.8155787010775546, -0.742919802265732, -0.19119969901009637]; [-0.9794329578728411, 0.5467308488611298, 0.49619147073337544, 0.4473677799665059, 0.9300924078213453, -0.22340192405744963]; NaN
DoubleSumOfTwo; DoubleProductOfTwo; 10.0; [0.13999828791275082, -0.6152849440703629, 0.11245775550330683, -0.3336922234200319, 0.7923763197466327, 0.4530137283321405, -0.11029784477296656, 0.04554238505114694]; [-0.21935603420146443, -0.3879544605777834, -0.33889560527677887, 0.17775185825558193]; 0.028112629984904523
DoubleProductOfTwo; DoubleSumSqrtsOfTwo; 10.0; [0.35596032114456033, -0.11568863438999322, -0.15643940834231063, 0.7412801542041927, 0.2707314296715315, 0.01762777685377581]; [0.5663199386882412, -0.8246608906363202]; 2.312087905870252
DoubleSumSqrtsOfTwo; DoubleProductOfTwo; 10.0; [-0.32624034213923525, 0.9336217130135938, -0.21555351364699837, -0.06931464754866168, 0.03926222162491011, -0.5634502010014877, 0.15701531946221436]; [0.7371218507187063, -0.06622574909071144]; NaN
DoubleSumSqrtsOfTwo; DoubleProductOfTwo; 10.0; [0.8853836991072812, -0.9698083190839839, -0.6152883037096033, -0.1746563071558318, -0.42688002651184576, 0.17198306265126528, 0.7128562252147368, 0.8523152148805202]; [-0.5892138143442085]; NaN
DoubleProductOfTwo; DoubleProductOfTwo; 10.0; [-0.47540593369883455, 0.5111566928605458, -0.5056090644180717, 0.17963346019939364]; [0.171955005771403, -0.1417567688515442, -0.5734527770251707]; 0.017174724911608326
DoubleSumSqrtsOfTwo; DoubleSumSqrtsOfTwo; 10.0; [0.09351896279015381, -0.03586406744817139, 0.05952056013755014, -0.5132244984912344, -0.295501427374008, 0.7969972373329539, 0.7920461438383455, 0.6515087771539458]; [-0.7118344278342119, -0.5854291324559788, 0.3245220055007412, -0.8120175843707518, -0.23871367513102681, -0.21669590448078546, 0.7526457145886647, -0.25932795466381453, -0.08719989101684145]; NaN
DoubleProductOfTwo; DoubleSumSqrtsOfTwo; 10.0; [0.5814409281296067, -0.9251658372057343, -0.990661179655359, 0.2702653486429627, 0.1534545629034041, 0.6305968084738887, -0.11089436625542626, 0.2773506678315094, -0.6014127251632051]; [0.9336024755372452, -0.5316237196078946, 0.6239843721473166, 0.49419252355227994, -0.7462514594555592, 0.11830215004906375, 0.5492917471389025]; NaN
DoubleSumOfTwo; DoubleSumOfTwo; 10.0; [0.09871627664337623, 0.4373073644693599, -0.9421105277057702, 0.7284652945662944]; [-0.26420558732440425, 0.40149012651675475, 0.24173343367358346, -0.04177152909583248, -0.5699161551532148, -0.5004658325589251, -0.8072466364454631, 0.27156912255271903]; 10.659624851743363
DoubleProductOfTwo; DoubleSumOfTwo; 10.0; [-0.6529140811151442, 0.5246853867170056, 0.4901958006474225, 0.3409348083835313]; [0.1833604942847613, 0.5062127875036699, -0.9764379030288852, -0.9299029276975188]; 9.35020176740613
DoubleSumSqrtsOfTwo; DoubleSumSqrtsOfTwo; 10.0; [0.3601709264938442, -0.3521418061526467]; [-0.16399228256429743]; NaN
DoubleProductOfTwo; DoubleProductOfTwo; 10.0; [0.12840833748315594, 0.6927394885993481, 0.7688894627024854]; [-0.5938485382133951, -0.15281031528037814]; 0.08072192894981874
DoubleSumOfTwo; DoubleSumSqrtsOfTwo; 10.0; [-0.8610654185582083, 0.43019134140804716, -0.44487719752859833, -0.6234957459290098, -0.5246493576961957]; [0.5625935255622199, -0.183932503505561]; NaN
DoubleProductOfTwo; DoubleSumOfTwo; 10.0; [-0.7084137576218179, 0.30538338514960395]; [0.8619015554779006, -0.9337800709262534, 0.9417108302324562]; 9.104256161339116
DoubleSumOfTwo; DoubleSumSqrtsOfTwo; 10.0; [0.6730423598625863, -0.5251388663659808, 0.49704422260664494, -0.24969300694614893, -0.26211512955773353, 0.5725527243551349, -0.4141661797862355, -0.5963709316131354, 0.4605943504335248]; [0.29247870498273687, 0.632552443255509, 0.4063208112583103, -0.9446312047276348, -0.77212964811683, -0.36141216569400325]; NaN
DoubleSumSqrtsOfTwo; DoubleSumOfTwo; 10.0; [-0.16428102219350849]; [-0.9155767442443525, 0.1525089489549427, -0.17051776659461804, -0.7072392123518618, -0.4984468018606072, -0.008380705937808708]; NaN
DoubleSumOfTwo; DoubleProductOfTwo; 10.0; [0.9615920195627885]; [-0.9741252116784602, -0.30415564001133166, -0.8158388914810286, 0.7030221135293606, -0.004750322613398916]; -0.1253319211567172
DoubleProductOfTwo; DoubleSumOfTwo; 10.0; [-0.35674300237997003, -0.4708923195370527, -0.1579314019738507]; [0.24839198968891374]; 9.911387895831242
DoubleSumOfTwo; DoubleSumSqrtsOfTwo; 10.0; [-0.3570488131460774, -0.6319311739417768, 0.8517965053470122, -0.6061010062687802, -0.20313765420637564, 0.5288789757354784]; [-0.5727326243316888, -0.8111115929000972]; NaN
DoubleSumSqrtsOfTwo; DoubleSumSqrtsOfTwo; 10.0; [0.38517566114444857]; [0.8395375916357226, -0.9876751063884528, -0.7034571714407558, 0.596988522286187]; 4.4019905534471
DoubleProductOfTwo; DoubleProductOfTwo; 10.0; [-0.7808445149394199, -0.954265851353185, -0.8762583202359397]; [0.6945918469480465, -0.637675663755044, 0.6818645756646671, -0.6852303354367117, -0.37855949578868153, 0.8555948863076777, -0.9210066048888064, -0.04439391679873128, 0.30802488166858066]; 1.9719402611428236
DoubleSumSqrtsOfTwo; DoubleSumOfTwo; 10.0; [-0.8004880513711412, 0.9986997819975683, 0.834314795648861]; [0.4864945202720299]; NaN
DoubleSumOfTwo; DoubleSumOfTwo; 10.0; [0.6569231076480697, 0.4227092912225592, 0.20657095787115476, -0.3059716284909133, 0.10804078644365767, -0.8310606375392917]; [0.43137526426037276, -0.6734173336805753, 0.16500529729999536, 0.07638629607968195, -0.42947698578041016, 0.09879241884491852]; 9.925876834179222
DoubleProductOfTwo; DoubleSumSqrtsOfTwo; 10.0; [-0.31653984593547135, -0.7711137763078333, -0.4135897251059366, 0.07243973999839559, -0.4940817511420341]; [0.9006722564280987, 0.12627541752136695, 0.5350446977843093, 0.7814618327109426, 0.43204004185496014, 0.046989603472040065]; NaN
DoubleSumSqrtsOfTwo; DoubleProductOfTwo; 10.0; [0.4417744462821065]; [0.5285857457607495, 0.08132684046776384, 0.8130259673022779, 0.8780071506759288, 0.24275832226427063]; 13.917001777748087
DoubleSumSqrtsOfTwo; DoubleSumOfTwo; 10.0; [-0.9502034296364132, 0.6912521124696835, -0.9434725986314842]; [0.2975404118678713, -0.6610826573350499, 0.26970687238832736]; NaN
DoubleProductOfTwo; DoubleProductOfTwo; 10.0; [0.7324711837968145]; [-0.3521314787945464, -0.12509432236222673, 0.24353732360428282, 0.6007786380836786, 0.9163736658094683, 0.423304475168814, -0.3602115785358526]; -2.579261611247643
DoubleProductOfTwo; DoubleSumOfTwo; 10.0; [0.23505317502103318, -0.6716271069023001, 0.2167507342091226, 0.6937521430759994, 0.4333670253639179, 0.1584367849340711, -0.06801917151173598]; [-0.5569002792593987, -0.5443068431987075, -0.6387990496498577, -0.3224885306825285, 0.7720356762678577]; 10.207057583751542
DoubleSumOfTwo; DoubleSumSqrtsOfTwo; 10.0; [0.5692841112465097, -0.11864438470769056, -0.008675755499477855, -0.8837720507525457, -0.4375404249513777]; [-0.2274864343765839, -0.5017262939157936, -0.6697158476099445, -0.5560952725648349, -0.29807915430365006, -0.16017123045415094]; NaN
DoubleSumOfTwo; DoubleProductOfTwo; 10.0; [0.32305973548477285]; [-0.5862784581702856]; -2.632187226855127
DoubleSumSqrtsOfTwo; DoubleSumSqrtsOfTwo; 10.0; [0.677742271060837, -0.23585272416452785]; [0.9820989406787799, 0.374117207596663, -0.09208288755004568, -0.1476242265934682, -0.36297373013829626]; NaN
DoubleSumOfTwo; DoubleSumSqrtsOfTwo; 10.0; [-0.2582475787598064, -0.4156514525555435, -0.7425444942386332, 0.8527197233382986, 0.13041554255375432, 0.08345310610871182, 0.04460738038396883]; [0.6966152351156545, -0.40817381872543335, -0.41613475144148326, -0.7519413317311769, -0.20949453589018785]; NaN
DoubleSumSqrtsOfTwo; DoubleSumOfTwo; 10.0; [-0.4659843162192414, 0.42435473987127703, -0.40353482919902706, 0.43571180989045377, 0.18086938247564976]; [0.6597825817142919, -0.9901266890006888, -0.10847391297798037, 0.49305898891923183, -0.7798151526378119, 0.4339562544396476]; NaN
DoubleProductOfTwo; DoubleProductOfTwo; 10.0; [0.490331037904975, -0.1602683184031457, 0.8378415198757398]; [-0.6473493245670725, 0.688826714445341, 0.39196506542360554, 0.4794508286571688]; 0.11507871026687128
DoubleSumOfTwo; DoubleProductOfTwo; 10.0; [0.40820933151525085, -0.6166953029406912, 0.20313657367071958, 0.4052969620318212, 0.9580764657767142, 0.8579271554873353, -0.752003485684142, 0.17456378681729157]; [0.11088363245794208, -0.4115155606306746, 0.311375682850747, 0.925712936109621, 0.8092539094600715, 0.7901196114383398, -0.450902184742042, 0.08311064828871384]; 3.299852429151021
DoubleSumOfTwo; DoubleSumOfTwo; 10.0; [-0.13500752706568298, 0.07602429137323186, -0.21219162987659224, -0.7241473471875448]; [0.5026338163477428, -0.11487361966595766, -0.8129282659103487, 0.7020027051262361, -0.06979537169498662, -0.5596956395932293, 0.7562297149376394, -0.5687741910147808]; 9.281512423141084
DoubleProductOfTwo; DoubleSumSqrtsOfTwo; 10.0; [0.7314529670456267]; [0.9146805720474942, 0.4001544360578835, -0.7889377040851895, -0.5383144827299706, -0.7879408208826317, 0.6621692199939893, -0.7731445130448329, 0.7297436880437069]; 3.9802298704613346
DoubleProductOfTwo; DoubleSumOfTwo; 10.0; [0.30859237593649547, 0.13905305841446336, 0.962610512004284]; [0.2615413541945544, -0.5437277793105011, 0.6621824468745308, -0.18017254921826864, -0.03402228269046281, -0.28513740394216325, -0.2294924932464566, -0.5263813556906918, -0.13807220206903903]; 10.642526441464659
DoubleProductOfTwo; DoubleSumSqrtsOfTwo; 10.0; [-0.7426002659704893, 0.7451984532963536, 0.08018399214847349, -0.1245940783244528, 0.6854072625730312, 0.5324390217714665, 0.3969853185165415, 0.9788863907402046]; [-0.8065139874725404, -0.7500145666151485]; NaN
DoubleSumOfTwo; DoubleSumSqrtsOfTwo; 10.0; [0.6367252013365843, -0.0798430452675527, 0.8389545426187017, -0.3452516909993213, -0.5514977723338297]; [0.875971253901433, -0.5992669480708901, 0.9427970294182504, 0.8042797713095393, 0.7661571467288941, 0.3526772675279364, 0.5598257036944476, 0.7660708420835538]; NaN
DoubleSumOfTwo; DoubleSumOfTwo; 10.0; [0.6767278583981005, -0.6699136019887415]; [0.3192615525268343, 0.11900810604019885, -0.13406568714165545, 0.1341231490419652, -0.9431645071381625, 0.6777324542850514, -0.8349127537597831]; 10.445083914976392
DoubleSumOfTwo; DoubleSumSqrtsOfTwo; 10.0; [-0.20259942827278565, -0.7054226890447941, 0.7083002434413126, -0.7636321838632578, -0.4749943115259103, -0.0561627906436164, 0.35507454978144715]; [0.11273759531683258, 0.4287456191958543, 0.946075732028075, -0.778169068102958, -0.27955283107938667, -0.11158264027310638, 0.9318065415585624]; NaN
DoubleSumSqrtsOfTwo; DoubleSumOfTwo; 10.0; [-0.671424809149223, 0.6725357731814934, 0.10241806989295554, -0.5277848662987903, -0.44966579315631394, 0.5221022990307593, 0.9310287108745998]; [-0.695381996996757, 0.34144874693067906, 0.8770216220309515, 0.48921855077280174, -0.9679318419586196, 0.058660745170383555, -0.6968325483932654]; NaN
DoubleProductOfTwo; DoubleSumSqrtsOfTwo; 10.0; [-0.8881649304802672, -0.7709480690135873, 0.5185550014287839, 0.7810971285415498, -0.7074418375129696]; [0.6293641876973368, -0.4403206544898275, 0.6315411523027257, -0.01098647193952984, 0.12888848004300502, 0.32693405963042776, 0.28793314631775835]; NaN
DoubleSumOfTwo; DoubleProductOfTwo; 10.0; [0.28995677439955103, 0.7051503090486091, 0.7555860357095983, -0.930394560253603, 0.856452922257966, -0.9628488057687223, 0.30452996667071885, -0.8028337134467225, -0.22250475974362804]; [-0.3968669181326716, 0.373182796297187, -0.30803411609951636, 0.5215189875017123, 0.3405622429702926, 0.033665266535143124, -0.48555193648610095, -0.4812155323082514]; -0.05454068250200617
DoubleSumSqrtsOfTwo; DoubleProductOfTwo; 10.0; [0.5717630251509642, -0.28031165674347447, -0.6784242080362008, -0.42438225111107286, 0.830272157685678, 0.3358288001081309, 0.5614094915878287, 0.8000132093190404]; [0.4671251071412992, -0.11435610230257698, 0.27330649098046145, -0.9908813708385429, 0.47292655634157743, 0.16433988220460494]; NaN
DoubleSumOfTwo; DoubleProductOfTwo; 10.0; [-0.0748971818186921, 0.6926376426981402, -0.17930262729504398, 0.32147610260883064, 0.8940263288347865, -0.4777987902153018]; [-0.1838678284266717, 0.17145057445864165, -0.214016455498248, 0.12527524767779163, 0.4360400871199597, 0.014279522548677148, -0.31174877842618964]; -0.24222314878055112
DoubleSumOfTwo; DoubleSumSqrtsOfTwo; 10.0; [0.38318648846208947, -0.5576151069838104, -0.573550910303859]; [0.6634950294538577, -0.13363506918242618, -0.821521889411057, 0.9913815570065492, 0.31842883739192085, -0.8140832975198689, -0.6144778455541791, 0.261326804624856, -0.8816823186985216]; NaN
DoubleSumOfTwo; DoubleSumSqrtsOfTwo; 10.0; [-0.9808434836645248, -0.8781609833660737, 0.3772520095792795, -0.731081067704821, 0.357745082718127, 0.9237621826107423, 0.7205710969048102, 0.45034641812871556]; [-0.869408282801394, -0.28369079324271884, -0.26968034804294927, 0.4627329261576074, 0.7696986391421252, -0.3366070698892094, 0.5916464685312974, -0.06854247741548525]; NaN
DoubleProductOfTwo; DoubleSumSqrtsOfTwo; 10.0; [-0.484360875342309, 0.14147096665748427, 0.8862592020518147, -0.3799059132023852, -0.6996237782142345, -0.6728275507574153, -0.50727280022639, 0.6121283782291134]; [-0.1013538803955698, 0.5085823438552437, 0.0343096098529978, -0.35211785905626436]; 1.5257723953910376
DoubleProductOfTwo; DoubleSumSqrtsOfTwo; 10.0; [-0.29485556350313313, 0.16150422952059085, -0.005757121985398239]; [0.2409721219374692, 0.9732696033024395, 0.0761628963267289, 0.2531877408945442, 0.8490238734329452, 0.6421940319814912]; NaN
DoubleSumSqrtsOfTwo; DoubleSumSqrtsOfTwo; 10.0; [0.3764489428704123, -0.7491997307483493, 0.33624988011414647, -0.017451832251202948, 0.14294765393548503, -0.7668409785294739, 0.2408924457259629, -0.792981154313998]; [-0.46736392550058214, -0.8799564528436195]; NaN
DoubleProductOfTwo; DoubleProductOfTwo; 10.0; [0.9484229659014953, 0.920678929420252, -0.21772847730410105, -0.5891720715106881]; [0.7717782914838309, 0.8268805956011036, -0.710863071855192, -0.7549844125055138, -0.847192160753945]; 0.38364271097236413
DoubleProductOfTwo; DoubleProductOfTwo; 10.0; [-0.5419394709259666, -0.9180529153925971]; [0.24321049905113035, -0.2755065588783321, 0.8668208753714812, -0.5736373523829867, 0.07658244711114692, -0.18860419532633577, -0.8088347915670708, -0.9463021408204872, 0.8476518767494758]; -0.3333747925010127
DoubleSumSqrtsOfTwo; DoubleSumSqrtsOfTwo; 10.0; [0.09617241620594608, -0.2012157790596827, -0.44195130136496186, -0.6875156537690112, -0.3570995576466982, 0.31880276282559916]; [-0.1237899759096297, -0.2658492729455182, -0.7566681712667411, 0.2854132633855939, -0.5536110686689975, -0.2704254568788269, 0.1400949708175605]; NaN
DoubleSumOfTwo; DoubleSumOfTwo; 10.0; [0.34633837164095604, -0.3641356518255008, 0.8566537324938046, -0.4187487549883635, -0.9699200595144142, -0.6656184832133183]; [0.8858096731863174, -0.626497656795316, 0.9194272695803551, 0.22921182592076628, -0.29011798510969355]; 10.568020764588912
DoubleSumOfTwo; DoubleProductOfTwo; 10.0; [0.6267377919090862, 0.7447141243971618, 0.20944932663633375, -0.33144680513643276, -0.7794999779296747, -0.6111719033463499, -0.40874557605045037, -0.3017475281453399]; [0.17333713969621978, 0.08699275881578972, 0.4123973918253232, -0.8342449773517975, -0.9410973034300445, 0.20785829223421026]; -3.347265427203624
DoubleProductOfTwo; DoubleSumOfTwo; 10.0; [-0.0864055266464141, -0.49654363346951524, 0.8880533243464843, -0.08154831743527513, -0.49423066099342416]; [-0.1634303100273271, -0.5359151278410781, -0.23594658417756054]; 10.070693378370304
DoubleProductOfTwo; DoubleProductOfTwo; 10.0; [0.016514401493565645, 0.6772573382262712, -0.881360388612815, 0.735083188278796, 0.8156661708212694, -0.5420248463060287, -0.05129419315046113]; [0.7465929700713478, 0.5390498751969484, -0.8139278882951428, -0.7994764950852566, 0.6219809119849846, 0.5610893332492828, 0.8239555812900403, -0.7159001582407016, 0.651055547496874]; -1.237438914403746E-4
DoubleSumSqrtsOfTwo; DoubleSumSqrtsOfTwo; 10.0; [-0.8888817275315144, -0.866104448775928, -0.947572238859322, -0.4164044656211201, -0.01512953229967029, 0.6738095619678588, -0.5576061003649877, -0.4769346749164576, -0.82823425162398]; [-0.6098669758250721, -0.6502498326449582, 0.6011630535119838, -0.5997489721723259, -0.1738526638963438]; NaN
DoubleSumSqrtsOfTwo; DoubleProductOfTwo; 10.0; [0.6984155418136779, 0.5423928027139595]; [0.5975945887026275, 0.3489026889864504, -0.9352349963437578]; 21.350641661236295
DoubleProductOfTwo; DoubleSumOfTwo; 10.0; [0.26886843913669356, -0.43282663102618213, 0.9951384991190544, -0.06954722384041068, -0.4509277284312665, 0.8054338637089349, 0.5463697333703732, 0.6627077711422522, 0.3603073671970891]; [0.31234650513121287, -0.7344264195015109]; 10.40185943019389
DoubleProductOfTwo; DoubleProductOfTwo; 10.0; [0.6589298558046814, 0.11309805905912995, -0.5066840750371353, -0.6373244498961812, 0.7428065956504548]; [0.17680805495081198, 0.8071486628680322, 0.7033013265807475, -0.13794026030901851, -0.750737322811021, 0.683820789005162, 0.535024040335963, 0.41332226327015587]; 0.0018579926285936248
DoubleSumSqrtsOfTwo; DoubleSumOfTwo; 10.0; [0.029175850506677703, 0.4174294247707002, -0.922395314501387, -0.892462828379907, -0.6213011237953321, 0.23385129353466572]; [-0.2915124899238368, 0.18965944734882245, 0.7044236552457563, -0.46072648265258964, -0.8279224237808, 0.03933401738406661, 0.6386884175053427]; NaN
DoubleSumSqrtsOfTwo; DoubleSumOfTwo; 10.0; [-0.5250986171939398, -0.24890477098193986, 0.7046120219892384]; [0.26904968552114594]; NaN
DoubleSumSqrtsOfTwo; DoubleSumSqrtsOfTwo; 10.0; [0.3347891998571033, -0.3394347834584497, 0.7586598779094276, 0.14229991039886491, 0.14788027381362023, 0.059766178583975815, -0.9801955891889769, 0.060425875621595626]; [-0.21801640786980347, -0.9752695950715411, 0.1381499011107743, -0.710581756446417, 0.2965543682153682, 0.5836494606754696, 0.8273916722586079]; NaN
DoubleProductOfTwo; DoubleSumSqrtsOfTwo; 10.0; [0.21785897973716772, -0.047212772706714645, 0.48980833731400275, -0.3916570555038297]; [0.730728030237271, -0.7163296678765934]; 2.228249872277079
DoubleSumSqrtsOfTwo; DoubleSumOfTwo; 10.0; [-0.208565971875172, -0.6689187909977241, -0.3951127870239066]; [0.9332907784117153, 0.4551123686649068, 0.45551205592422916, -0.9137859994753557]; NaN
DoubleSumSqrtsOfTwo; DoubleProductOfTwo; 10.0; [0.5938208063834942]; [0.3091911040252202, 0.09553792354584623, -0.5256254959278215]; 13.26647246021491
DoubleProductOfTwo; DoubleSumSqrtsOfTwo; 10.0; [0.3002558724332143, -0.6041467442662665, -0.8300896797530175]; [0.019739820791652596, -0.4128837858268859, 0.45531090623081183, -0.3467642179065853]; NaN
DoubleSumOfTwo; DoubleProductOfTwo; 10.0; [0.7279653339423631, -0.43203668702448406, 0.7128342162762229]; [-0.11650627368595079, 0.7712694210673703, -0.13227529031361573, 0.39909691009411663, 0.1578183687479522, -0.8785378119696958, 0.5194600143935542, -0.4934151968932279]; 1.2042355498015567
DoubleSumOfTwo; DoubleSumOfTwo; 10.0; [-0.5638154657941317, -0.25170844939753745, 0.4313421999154612, 0.16957960845858855, 0.8730302149024416, -0.73231138850325, 0.8362685498144447, -0.24750447406697784]; [-0.8902630091133903, -0.7219885812923676, 0.2556565545581899]; 8.259223248876223
DoubleSumSqrtsOfTwo; DoubleSumSqrtsOfTwo; 10.0; [-0.7588873705552961, -0.2137174263188817]; [0.7883998504890939, 0.9406207198839638, 0.8535157574075494, -0.43173188581469324]; NaN
DoubleProductOfTwo; DoubleSumOfTwo; 10.0; [0.12187161643598232, -0.5021335987579538, -0.07768645642343674, -0.8640850376445015, 0.46680423246364144, 0.46427801673261815]; [-0.9530217578543829, 0.04451588503413961, 0.853963866482712]; 9.795159349616839
DoubleSumOfTwo; DoubleProductOfTwo; 10.0; [0.9633189638208379, -0.7250879729278317, -0.8587842597385904, 0.7522568366593121, -0.7419981348800293, -0.35788858105635923, -0.6891120894008771]; [-0.2951041616648309, 0.009327981684137177, 0.7890672807107322, 0.7242638647055724]; 0.4923360207176616
DoubleProductOfTwo; DoubleSumOfTwo; 10.0; [-0.5313110197746631, 0.35573521886429593, 0.5648028600461605, 0.4743618998543311]; [0.9726737564828087, -0.45176491994885626, -0.45828154111506025, 0.5126546006496293]; 9.30684410706692
DoubleSumOfTwo; DoubleProductOfTwo; 10.0; [0.07833556283998777, 0.8075590948708073, 0.1861767811318309, 0.13430201261270613, 0.6021646959933722, -0.6862233426309243, -0.9354709305216335]; [-0.08782865843867094, 0.3523222903056271]; -0.11010864872612942
DoubleSumSqrtsOfTwo; DoubleProductOfTwo; 10.0; [0.7954856973713293, 0.9115465863839194, 0.9422519318262685, 0.03470011282870433, -0.945180831950531, 0.6479890842748073, 0.5384663321219236, -0.200323675025611, -0.05384892606126823]; [0.506306549705233, -0.8972312649300627, -0.07061646536895627, -0.17947523764565032, 0.3082364506966244, 0.7968124948829725, 0.7063218917514624, 0.25446971584821876, -0.3646756137954934]; NaN
